Point,Corner,C1,L1,C2,L2,Pass/Fail,fc,PhaseMargin,GainMargin
7255.0,nom,9.778e-07,3.733e-05,1.2e-05,9.778e-05,,netl err,netl err,netl err
7256.0,nom,9.778e-07,3.733e-05,1.2e-05,0.0001022,,netl err,netl err,netl err
7257.0,nom,9.778e-07,3.733e-05,1.2e-05,0.00010669999999999999,,netl err,netl err,netl err
7258.0,nom,9.778e-07,3.733e-05,1.2e-05,0.0001111,,netl err,netl err,netl err
7259.0,nom,9.778e-07,3.733e-05,1.2e-05,0.00011559999999999999,,netl err,netl err,netl err
7260.0,nom,9.778e-07,3.733e-05,1.2e-05,0.00011999999999999999,,netl err,netl err,netl err
7261.0,nom,9.778e-07,3.911e-05,1e-05,0.0001,,netl err,netl err,netl err
7262.0,nom,9.778e-07,3.911e-05,1e-05,8e-05,,netl err,netl err,netl err
7263.0,nom,9.778e-07,3.911e-05,1e-05,8.444e-05,,netl err,netl err,netl err
7264.0,nom,9.778e-07,3.911e-05,1e-05,8.889e-05,,netl err,netl err,netl err
7265.0,nom,9.778e-07,3.911e-05,1e-05,9.333e-05,,netl err,netl err,netl err
7266.0,nom,9.778e-07,3.911e-05,1e-05,9.778e-05,,netl err,netl err,netl err
7267.0,nom,9.778e-07,3.911e-05,1e-05,0.0001022,,netl err,netl err,netl err
7268.0,nom,9.778e-07,3.911e-05,1e-05,0.00010669999999999999,,netl err,netl err,netl err
7269.0,nom,9.778e-07,3.911e-05,1e-05,0.0001111,,netl err,netl err,netl err
7270.0,nom,9.778e-07,3.911e-05,1e-05,0.00011559999999999999,,netl err,netl err,netl err
7271.0,nom,9.778e-07,3.911e-05,1e-05,0.00011999999999999999,,netl err,netl err,netl err
7272.0,nom,9.778e-07,3.911e-05,8e-06,0.0001,,netl err,netl err,netl err
7273.0,nom,9.778e-07,3.911e-05,8e-06,8e-05,,netl err,netl err,netl err
7274.0,nom,9.778e-07,3.911e-05,8e-06,8.444e-05,,netl err,netl err,netl err
7275.0,nom,9.778e-07,3.911e-05,8e-06,8.889e-05,,netl err,netl err,netl err
7276.0,nom,9.778e-07,3.911e-05,8e-06,9.333e-05,,netl err,netl err,netl err
7277.0,nom,9.778e-07,3.911e-05,8e-06,9.778e-05,,netl err,netl err,netl err
7278.0,nom,9.778e-07,3.911e-05,8e-06,0.0001022,,netl err,netl err,netl err
7279.0,nom,9.778e-07,3.911e-05,8e-06,0.00010669999999999999,,netl err,netl err,netl err
7280.0,nom,9.778e-07,3.911e-05,8e-06,0.0001111,,netl err,netl err,netl err
7281.0,nom,9.778e-07,3.911e-05,8e-06,0.00011559999999999999,,netl err,netl err,netl err
7282.0,nom,9.778e-07,3.911e-05,8e-06,0.00011999999999999999,,netl err,netl err,netl err
7283.0,nom,9.778e-07,3.911e-05,8.443999999999999e-06,0.0001,,netl err,netl err,netl err
7284.0,nom,9.778e-07,3.911e-05,8.443999999999999e-06,8e-05,,netl err,netl err,netl err
7285.0,nom,9.778e-07,3.911e-05,8.443999999999999e-06,8.444e-05,,netl err,netl err,netl err
7286.0,nom,9.778e-07,3.911e-05,8.443999999999999e-06,8.889e-05,,netl err,netl err,netl err
7287.0,nom,9.778e-07,3.911e-05,8.443999999999999e-06,9.333e-05,,netl err,netl err,netl err
7288.0,nom,9.778e-07,3.911e-05,8.443999999999999e-06,9.778e-05,,netl err,netl err,netl err
7289.0,nom,9.778e-07,3.911e-05,8.443999999999999e-06,0.0001022,,netl err,netl err,netl err
7290.0,nom,9.778e-07,3.911e-05,8.443999999999999e-06,0.00010669999999999999,,netl err,netl err,netl err
7291.0,nom,9.778e-07,3.911e-05,8.443999999999999e-06,0.0001111,,netl err,netl err,netl err
7292.0,nom,9.778e-07,3.911e-05,8.443999999999999e-06,0.00011559999999999999,,netl err,netl err,netl err
7293.0,nom,9.778e-07,3.911e-05,8.443999999999999e-06,0.00011999999999999999,,netl err,netl err,netl err
7294.0,nom,9.778e-07,3.911e-05,8.888999999999999e-06,0.0001,,netl err,netl err,netl err
7295.0,nom,9.778e-07,3.911e-05,8.888999999999999e-06,8e-05,,netl err,netl err,netl err
7296.0,nom,9.778e-07,3.911e-05,8.888999999999999e-06,8.444e-05,,netl err,netl err,netl err
7297.0,nom,9.778e-07,3.911e-05,8.888999999999999e-06,8.889e-05,,netl err,netl err,netl err
7298.0,nom,9.778e-07,3.911e-05,8.888999999999999e-06,9.333e-05,,netl err,netl err,netl err
7299.0,nom,9.778e-07,3.911e-05,8.888999999999999e-06,9.778e-05,,netl err,netl err,netl err
7300.0,nom,9.778e-07,3.911e-05,8.888999999999999e-06,0.0001022,,netl err,netl err,netl err
7301.0,nom,9.778e-07,3.911e-05,8.888999999999999e-06,0.00010669999999999999,,netl err,netl err,netl err
7302.0,nom,9.778e-07,3.911e-05,8.888999999999999e-06,0.0001111,,netl err,netl err,netl err
7303.0,nom,9.778e-07,3.911e-05,8.888999999999999e-06,0.00011559999999999999,,netl err,netl err,netl err
7304.0,nom,9.778e-07,3.911e-05,8.888999999999999e-06,0.00011999999999999999,,netl err,netl err,netl err
7305.0,nom,9.778e-07,3.911e-05,9.333e-06,0.0001,,netl err,netl err,netl err
7306.0,nom,9.778e-07,3.911e-05,9.333e-06,8e-05,,netl err,netl err,netl err
7307.0,nom,9.778e-07,3.911e-05,9.333e-06,8.444e-05,,netl err,netl err,netl err
7308.0,nom,9.778e-07,3.911e-05,9.333e-06,8.889e-05,,netl err,netl err,netl err
7309.0,nom,9.778e-07,3.911e-05,9.333e-06,9.333e-05,,netl err,netl err,netl err
7310.0,nom,9.778e-07,3.911e-05,9.333e-06,9.778e-05,,netl err,netl err,netl err
7311.0,nom,9.778e-07,3.911e-05,9.333e-06,0.0001022,,netl err,netl err,netl err
7312.0,nom,9.778e-07,3.911e-05,9.333e-06,0.00010669999999999999,,netl err,netl err,netl err
7313.0,nom,9.778e-07,3.911e-05,9.333e-06,0.0001111,,netl err,netl err,netl err
7314.0,nom,9.778e-07,3.911e-05,9.333e-06,0.00011559999999999999,,netl err,netl err,netl err
7315.0,nom,9.778e-07,3.911e-05,9.333e-06,0.00011999999999999999,,netl err,netl err,netl err
7316.0,nom,9.778e-07,3.911e-05,9.778e-06,0.0001,,netl err,netl err,netl err
7317.0,nom,9.778e-07,3.911e-05,9.778e-06,8e-05,,netl err,netl err,netl err
7318.0,nom,9.778e-07,3.911e-05,9.778e-06,8.444e-05,,netl err,netl err,netl err
7319.0,nom,9.778e-07,3.911e-05,9.778e-06,8.889e-05,,netl err,netl err,netl err
7320.0,nom,9.778e-07,3.911e-05,9.778e-06,9.333e-05,,netl err,netl err,netl err
7321.0,nom,9.778e-07,3.911e-05,9.778e-06,9.778e-05,,netl err,netl err,netl err
7322.0,nom,9.778e-07,3.911e-05,9.778e-06,0.0001022,,netl err,netl err,netl err
7323.0,nom,9.778e-07,3.911e-05,9.778e-06,0.00010669999999999999,,netl err,netl err,netl err
7324.0,nom,9.778e-07,3.911e-05,9.778e-06,0.0001111,,netl err,netl err,netl err
7325.0,nom,9.778e-07,3.911e-05,9.778e-06,0.00011559999999999999,,netl err,netl err,netl err
7326.0,nom,9.778e-07,3.911e-05,9.778e-06,0.00011999999999999999,,netl err,netl err,netl err
7327.0,nom,9.778e-07,3.911e-05,1.022e-05,0.0001,,netl err,netl err,netl err
7328.0,nom,9.778e-07,3.911e-05,1.022e-05,8e-05,,netl err,netl err,netl err
7329.0,nom,9.778e-07,3.911e-05,1.022e-05,8.444e-05,,netl err,netl err,netl err
7330.0,nom,9.778e-07,3.911e-05,1.022e-05,8.889e-05,,netl err,netl err,netl err
7331.0,nom,9.778e-07,3.911e-05,1.022e-05,9.333e-05,,netl err,netl err,netl err
7332.0,nom,9.778e-07,3.911e-05,1.022e-05,9.778e-05,,netl err,netl err,netl err
7333.0,nom,9.778e-07,3.911e-05,1.022e-05,0.0001022,,netl err,netl err,netl err
7334.0,nom,9.778e-07,3.911e-05,1.022e-05,0.00010669999999999999,,netl err,netl err,netl err
7335.0,nom,9.778e-07,3.911e-05,1.022e-05,0.0001111,,netl err,netl err,netl err
7336.0,nom,9.778e-07,3.911e-05,1.022e-05,0.00011559999999999999,,netl err,netl err,netl err
7337.0,nom,9.778e-07,3.911e-05,1.022e-05,0.00011999999999999999,,netl err,netl err,netl err
7338.0,nom,9.778e-07,3.911e-05,1.067e-05,0.0001,,netl err,netl err,netl err
7339.0,nom,9.778e-07,3.911e-05,1.067e-05,8e-05,,netl err,netl err,netl err
7340.0,nom,9.778e-07,3.911e-05,1.067e-05,8.444e-05,,netl err,netl err,netl err
7341.0,nom,9.778e-07,3.911e-05,1.067e-05,8.889e-05,,netl err,netl err,netl err
7342.0,nom,9.778e-07,3.911e-05,1.067e-05,9.333e-05,,netl err,netl err,netl err
7343.0,nom,9.778e-07,3.911e-05,1.067e-05,9.778e-05,,netl err,netl err,netl err
7344.0,nom,9.778e-07,3.911e-05,1.067e-05,0.0001022,,netl err,netl err,netl err
7345.0,nom,9.778e-07,3.911e-05,1.067e-05,0.00010669999999999999,,netl err,netl err,netl err
7346.0,nom,9.778e-07,3.911e-05,1.067e-05,0.0001111,,netl err,netl err,netl err
7347.0,nom,9.778e-07,3.911e-05,1.067e-05,0.00011559999999999999,,netl err,netl err,netl err
7348.0,nom,9.778e-07,3.911e-05,1.067e-05,0.00011999999999999999,,netl err,netl err,netl err
7349.0,nom,9.778e-07,3.911e-05,1.111e-05,0.0001,,netl err,netl err,netl err
7350.0,nom,9.778e-07,3.911e-05,1.111e-05,8e-05,,netl err,netl err,netl err
7351.0,nom,9.778e-07,3.911e-05,1.111e-05,8.444e-05,,netl err,netl err,netl err
7352.0,nom,9.778e-07,3.911e-05,1.111e-05,8.889e-05,,netl err,netl err,netl err
7353.0,nom,9.778e-07,3.911e-05,1.111e-05,9.333e-05,,netl err,netl err,netl err
7354.0,nom,9.778e-07,3.911e-05,1.111e-05,9.778e-05,,netl err,netl err,netl err
7355.0,nom,9.778e-07,3.911e-05,1.111e-05,0.0001022,,netl err,netl err,netl err
7356.0,nom,9.778e-07,3.911e-05,1.111e-05,0.00010669999999999999,,netl err,netl err,netl err
7357.0,nom,9.778e-07,3.911e-05,1.111e-05,0.0001111,,netl err,netl err,netl err
7358.0,nom,9.778e-07,3.911e-05,1.111e-05,0.00011559999999999999,,netl err,netl err,netl err
7359.0,nom,9.778e-07,3.911e-05,1.111e-05,0.00011999999999999999,,netl err,netl err,netl err
7360.0,nom,9.778e-07,3.911e-05,1.156e-05,0.0001,,netl err,netl err,netl err
7361.0,nom,9.778e-07,3.911e-05,1.156e-05,8e-05,,netl err,netl err,netl err
7362.0,nom,9.778e-07,3.911e-05,1.156e-05,8.444e-05,,netl err,netl err,netl err
7363.0,nom,9.778e-07,3.911e-05,1.156e-05,8.889e-05,,netl err,netl err,netl err
7364.0,nom,9.778e-07,3.911e-05,1.156e-05,9.333e-05,,netl err,netl err,netl err
7365.0,nom,9.778e-07,3.911e-05,1.156e-05,9.778e-05,,netl err,netl err,netl err
7366.0,nom,9.778e-07,3.911e-05,1.156e-05,0.0001022,,netl err,netl err,netl err
7367.0,nom,9.778e-07,3.911e-05,1.156e-05,0.00010669999999999999,,netl err,netl err,netl err
7368.0,nom,9.778e-07,3.911e-05,1.156e-05,0.0001111,,netl err,netl err,netl err
7369.0,nom,9.778e-07,3.911e-05,1.156e-05,0.00011559999999999999,,netl err,netl err,netl err
7370.0,nom,9.778e-07,3.911e-05,1.156e-05,0.00011999999999999999,,netl err,netl err,netl err
7371.0,nom,9.778e-07,3.911e-05,1.2e-05,0.0001,,netl err,netl err,netl err
7372.0,nom,9.778e-07,3.911e-05,1.2e-05,8e-05,,netl err,netl err,netl err
7373.0,nom,9.778e-07,3.911e-05,1.2e-05,8.444e-05,,netl err,netl err,netl err
7374.0,nom,9.778e-07,3.911e-05,1.2e-05,8.889e-05,,netl err,netl err,netl err
7375.0,nom,9.778e-07,3.911e-05,1.2e-05,9.333e-05,,netl err,netl err,netl err
7376.0,nom,9.778e-07,3.911e-05,1.2e-05,9.778e-05,,netl err,netl err,netl err
7377.0,nom,9.778e-07,3.911e-05,1.2e-05,0.0001022,,netl err,netl err,netl err
7378.0,nom,9.778e-07,3.911e-05,1.2e-05,0.00010669999999999999,,netl err,netl err,netl err
7379.0,nom,9.778e-07,3.911e-05,1.2e-05,0.0001111,,netl err,netl err,netl err
7380.0,nom,9.778e-07,3.911e-05,1.2e-05,0.00011559999999999999,,netl err,netl err,netl err
7381.0,nom,9.778e-07,3.911e-05,1.2e-05,0.00011999999999999999,,netl err,netl err,netl err
7382.0,nom,9.778e-07,4.089e-05,1e-05,0.0001,,netl err,netl err,netl err
7383.0,nom,9.778e-07,4.089e-05,1e-05,8e-05,,netl err,netl err,netl err
7384.0,nom,9.778e-07,4.089e-05,1e-05,8.444e-05,,netl err,netl err,netl err
7385.0,nom,9.778e-07,4.089e-05,1e-05,8.889e-05,,netl err,netl err,netl err
7386.0,nom,9.778e-07,4.089e-05,1e-05,9.333e-05,,netl err,netl err,netl err
7387.0,nom,9.778e-07,4.089e-05,1e-05,9.778e-05,,netl err,netl err,netl err
7388.0,nom,9.778e-07,4.089e-05,1e-05,0.0001022,,netl err,netl err,netl err
7389.0,nom,9.778e-07,4.089e-05,1e-05,0.00010669999999999999,,netl err,netl err,netl err
7390.0,nom,9.778e-07,4.089e-05,1e-05,0.0001111,,netl err,netl err,netl err
7391.0,nom,9.778e-07,4.089e-05,1e-05,0.00011559999999999999,,netl err,netl err,netl err
7392.0,nom,9.778e-07,4.089e-05,1e-05,0.00011999999999999999,,netl err,netl err,netl err
7393.0,nom,9.778e-07,4.089e-05,8e-06,0.0001,,netl err,netl err,netl err
7394.0,nom,9.778e-07,4.089e-05,8e-06,8e-05,,netl err,netl err,netl err
7395.0,nom,9.778e-07,4.089e-05,8e-06,8.444e-05,,netl err,netl err,netl err
7396.0,nom,9.778e-07,4.089e-05,8e-06,8.889e-05,,netl err,netl err,netl err
7397.0,nom,9.778e-07,4.089e-05,8e-06,9.333e-05,,netl err,netl err,netl err
7398.0,nom,9.778e-07,4.089e-05,8e-06,9.778e-05,,netl err,netl err,netl err
7399.0,nom,9.778e-07,4.089e-05,8e-06,0.0001022,,netl err,netl err,netl err
7400.0,nom,9.778e-07,4.089e-05,8e-06,0.00010669999999999999,,netl err,netl err,netl err
7401.0,nom,9.778e-07,4.089e-05,8e-06,0.0001111,,netl err,netl err,netl err
7402.0,nom,9.778e-07,4.089e-05,8e-06,0.00011559999999999999,,netl err,netl err,netl err
7403.0,nom,9.778e-07,4.089e-05,8e-06,0.00011999999999999999,,netl err,netl err,netl err
7404.0,nom,9.778e-07,4.089e-05,8.443999999999999e-06,0.0001,,netl err,netl err,netl err
7405.0,nom,9.778e-07,4.089e-05,8.443999999999999e-06,8e-05,,netl err,netl err,netl err
7406.0,nom,9.778e-07,4.089e-05,8.443999999999999e-06,8.444e-05,,netl err,netl err,netl err
7407.0,nom,9.778e-07,4.089e-05,8.443999999999999e-06,8.889e-05,,netl err,netl err,netl err
7408.0,nom,9.778e-07,4.089e-05,8.443999999999999e-06,9.333e-05,,netl err,netl err,netl err
7409.0,nom,9.778e-07,4.089e-05,8.443999999999999e-06,9.778e-05,,netl err,netl err,netl err
7410.0,nom,9.778e-07,4.089e-05,8.443999999999999e-06,0.0001022,,netl err,netl err,netl err
7411.0,nom,9.778e-07,4.089e-05,8.443999999999999e-06,0.00010669999999999999,,netl err,netl err,netl err
7412.0,nom,9.778e-07,4.089e-05,8.443999999999999e-06,0.0001111,,netl err,netl err,netl err
7413.0,nom,9.778e-07,4.089e-05,8.443999999999999e-06,0.00011559999999999999,,netl err,netl err,netl err
7414.0,nom,9.778e-07,4.089e-05,8.443999999999999e-06,0.00011999999999999999,,netl err,netl err,netl err
7415.0,nom,9.778e-07,4.089e-05,8.888999999999999e-06,0.0001,,netl err,netl err,netl err
7416.0,nom,9.778e-07,4.089e-05,8.888999999999999e-06,8e-05,,netl err,netl err,netl err
7417.0,nom,9.778e-07,4.089e-05,8.888999999999999e-06,8.444e-05,,netl err,netl err,netl err
7418.0,nom,9.778e-07,4.089e-05,8.888999999999999e-06,8.889e-05,,netl err,netl err,netl err
7419.0,nom,9.778e-07,4.089e-05,8.888999999999999e-06,9.333e-05,,netl err,netl err,netl err
7420.0,nom,9.778e-07,4.089e-05,8.888999999999999e-06,9.778e-05,,netl err,netl err,netl err
7421.0,nom,9.778e-07,4.089e-05,8.888999999999999e-06,0.0001022,,netl err,netl err,netl err
7422.0,nom,9.778e-07,4.089e-05,8.888999999999999e-06,0.00010669999999999999,,netl err,netl err,netl err
7423.0,nom,9.778e-07,4.089e-05,8.888999999999999e-06,0.0001111,,netl err,netl err,netl err
7424.0,nom,9.778e-07,4.089e-05,8.888999999999999e-06,0.00011559999999999999,,netl err,netl err,netl err
7425.0,nom,9.778e-07,4.089e-05,8.888999999999999e-06,0.00011999999999999999,,netl err,netl err,netl err
7426.0,nom,9.778e-07,4.089e-05,9.333e-06,0.0001,,netl err,netl err,netl err
7427.0,nom,9.778e-07,4.089e-05,9.333e-06,8e-05,,netl err,netl err,netl err
7428.0,nom,9.778e-07,4.089e-05,9.333e-06,8.444e-05,,netl err,netl err,netl err
7429.0,nom,9.778e-07,4.089e-05,9.333e-06,8.889e-05,,netl err,netl err,netl err
7430.0,nom,9.778e-07,4.089e-05,9.333e-06,9.333e-05,,netl err,netl err,netl err
7431.0,nom,9.778e-07,4.089e-05,9.333e-06,9.778e-05,,netl err,netl err,netl err
7432.0,nom,9.778e-07,4.089e-05,9.333e-06,0.0001022,,netl err,netl err,netl err
7433.0,nom,9.778e-07,4.089e-05,9.333e-06,0.00010669999999999999,,netl err,netl err,netl err
7434.0,nom,9.778e-07,4.089e-05,9.333e-06,0.0001111,,netl err,netl err,netl err
7435.0,nom,9.778e-07,4.089e-05,9.333e-06,0.00011559999999999999,,netl err,netl err,netl err
7436.0,nom,9.778e-07,4.089e-05,9.333e-06,0.00011999999999999999,,netl err,netl err,netl err
7437.0,nom,9.778e-07,4.089e-05,9.778e-06,0.0001,,netl err,netl err,netl err
7438.0,nom,9.778e-07,4.089e-05,9.778e-06,8e-05,,netl err,netl err,netl err
7439.0,nom,9.778e-07,4.089e-05,9.778e-06,8.444e-05,,netl err,netl err,netl err
7440.0,nom,9.778e-07,4.089e-05,9.778e-06,8.889e-05,,netl err,netl err,netl err
7441.0,nom,9.778e-07,4.089e-05,9.778e-06,9.333e-05,,netl err,netl err,netl err
7442.0,nom,9.778e-07,4.089e-05,9.778e-06,9.778e-05,,netl err,netl err,netl err
7443.0,nom,9.778e-07,4.089e-05,9.778e-06,0.0001022,,netl err,netl err,netl err
7444.0,nom,9.778e-07,4.089e-05,9.778e-06,0.00010669999999999999,,netl err,netl err,netl err
7445.0,nom,9.778e-07,4.089e-05,9.778e-06,0.0001111,,netl err,netl err,netl err
7446.0,nom,9.778e-07,4.089e-05,9.778e-06,0.00011559999999999999,,netl err,netl err,netl err
7447.0,nom,9.778e-07,4.089e-05,9.778e-06,0.00011999999999999999,,netl err,netl err,netl err
7448.0,nom,9.778e-07,4.089e-05,1.022e-05,0.0001,,netl err,netl err,netl err
7449.0,nom,9.778e-07,4.089e-05,1.022e-05,8e-05,,netl err,netl err,netl err
7450.0,nom,9.778e-07,4.089e-05,1.022e-05,8.444e-05,,netl err,netl err,netl err
7451.0,nom,9.778e-07,4.089e-05,1.022e-05,8.889e-05,,netl err,netl err,netl err
7452.0,nom,9.778e-07,4.089e-05,1.022e-05,9.333e-05,,netl err,netl err,netl err
7453.0,nom,9.778e-07,4.089e-05,1.022e-05,9.778e-05,,netl err,netl err,netl err
7454.0,nom,9.778e-07,4.089e-05,1.022e-05,0.0001022,,netl err,netl err,netl err
7455.0,nom,9.778e-07,4.089e-05,1.022e-05,0.00010669999999999999,,netl err,netl err,netl err
7456.0,nom,9.778e-07,4.089e-05,1.022e-05,0.0001111,,netl err,netl err,netl err
7457.0,nom,9.778e-07,4.089e-05,1.022e-05,0.00011559999999999999,,netl err,netl err,netl err
7458.0,nom,9.778e-07,4.089e-05,1.022e-05,0.00011999999999999999,,netl err,netl err,netl err
7459.0,nom,9.778e-07,4.089e-05,1.067e-05,0.0001,,netl err,netl err,netl err
7460.0,nom,9.778e-07,4.089e-05,1.067e-05,8e-05,,netl err,netl err,netl err
7461.0,nom,9.778e-07,4.089e-05,1.067e-05,8.444e-05,,netl err,netl err,netl err
7462.0,nom,9.778e-07,4.089e-05,1.067e-05,8.889e-05,,netl err,netl err,netl err
7463.0,nom,9.778e-07,4.089e-05,1.067e-05,9.333e-05,,netl err,netl err,netl err
7464.0,nom,9.778e-07,4.089e-05,1.067e-05,9.778e-05,,netl err,netl err,netl err
7465.0,nom,9.778e-07,4.089e-05,1.067e-05,0.0001022,,netl err,netl err,netl err
7466.0,nom,9.778e-07,4.089e-05,1.067e-05,0.00010669999999999999,,netl err,netl err,netl err
7467.0,nom,9.778e-07,4.089e-05,1.067e-05,0.0001111,,netl err,netl err,netl err
7468.0,nom,9.778e-07,4.089e-05,1.067e-05,0.00011559999999999999,,netl err,netl err,netl err
7469.0,nom,9.778e-07,4.089e-05,1.067e-05,0.00011999999999999999,,netl err,netl err,netl err
7470.0,nom,9.778e-07,4.089e-05,1.111e-05,0.0001,,netl err,netl err,netl err
7471.0,nom,9.778e-07,4.089e-05,1.111e-05,8e-05,,netl err,netl err,netl err
7472.0,nom,9.778e-07,4.089e-05,1.111e-05,8.444e-05,,netl err,netl err,netl err
7473.0,nom,9.778e-07,4.089e-05,1.111e-05,8.889e-05,,netl err,netl err,netl err
7474.0,nom,9.778e-07,4.089e-05,1.111e-05,9.333e-05,,netl err,netl err,netl err
7475.0,nom,9.778e-07,4.089e-05,1.111e-05,9.778e-05,,netl err,netl err,netl err
7476.0,nom,9.778e-07,4.089e-05,1.111e-05,0.0001022,,netl err,netl err,netl err
7477.0,nom,9.778e-07,4.089e-05,1.111e-05,0.00010669999999999999,,netl err,netl err,netl err
7478.0,nom,9.778e-07,4.089e-05,1.111e-05,0.0001111,,netl err,netl err,netl err
7479.0,nom,9.778e-07,4.089e-05,1.111e-05,0.00011559999999999999,,netl err,netl err,netl err
7480.0,nom,9.778e-07,4.089e-05,1.111e-05,0.00011999999999999999,,netl err,netl err,netl err
7481.0,nom,9.778e-07,4.089e-05,1.156e-05,0.0001,,netl err,netl err,netl err
7482.0,nom,9.778e-07,4.089e-05,1.156e-05,8e-05,,netl err,netl err,netl err
7483.0,nom,9.778e-07,4.089e-05,1.156e-05,8.444e-05,,netl err,netl err,netl err
7484.0,nom,9.778e-07,4.089e-05,1.156e-05,8.889e-05,,netl err,netl err,netl err
7485.0,nom,9.778e-07,4.089e-05,1.156e-05,9.333e-05,,netl err,netl err,netl err
7486.0,nom,9.778e-07,4.089e-05,1.156e-05,9.778e-05,,netl err,netl err,netl err
7487.0,nom,9.778e-07,4.089e-05,1.156e-05,0.0001022,,netl err,netl err,netl err
7488.0,nom,9.778e-07,4.089e-05,1.156e-05,0.00010669999999999999,,netl err,netl err,netl err
7489.0,nom,9.778e-07,4.089e-05,1.156e-05,0.0001111,,netl err,netl err,netl err
7490.0,nom,9.778e-07,4.089e-05,1.156e-05,0.00011559999999999999,,netl err,netl err,netl err
7491.0,nom,9.778e-07,4.089e-05,1.156e-05,0.00011999999999999999,,netl err,netl err,netl err
7492.0,nom,9.778e-07,4.089e-05,1.2e-05,0.0001,,netl err,netl err,netl err
7493.0,nom,9.778e-07,4.089e-05,1.2e-05,8e-05,,netl err,netl err,netl err
7494.0,nom,9.778e-07,4.089e-05,1.2e-05,8.444e-05,,netl err,netl err,netl err
7495.0,nom,9.778e-07,4.089e-05,1.2e-05,8.889e-05,,netl err,netl err,netl err
7496.0,nom,9.778e-07,4.089e-05,1.2e-05,9.333e-05,,netl err,netl err,netl err
7497.0,nom,9.778e-07,4.089e-05,1.2e-05,9.778e-05,,netl err,netl err,netl err
7498.0,nom,9.778e-07,4.089e-05,1.2e-05,0.0001022,,netl err,netl err,netl err
7499.0,nom,9.778e-07,4.089e-05,1.2e-05,0.00010669999999999999,,netl err,netl err,netl err
7500.0,nom,9.778e-07,4.089e-05,1.2e-05,0.0001111,,netl err,netl err,netl err
7501.0,nom,9.778e-07,4.089e-05,1.2e-05,0.00011559999999999999,,netl err,netl err,netl err
7502.0,nom,9.778e-07,4.089e-05,1.2e-05,0.00011999999999999999,,netl err,netl err,netl err
7503.0,nom,9.778e-07,4.267e-05,1e-05,0.0001,,netl err,netl err,netl err
7504.0,nom,9.778e-07,4.267e-05,1e-05,8e-05,,netl err,netl err,netl err
7505.0,nom,9.778e-07,4.267e-05,1e-05,8.444e-05,,netl err,netl err,netl err
7506.0,nom,9.778e-07,4.267e-05,1e-05,8.889e-05,,netl err,netl err,netl err
7507.0,nom,9.778e-07,4.267e-05,1e-05,9.333e-05,,netl err,netl err,netl err
7508.0,nom,9.778e-07,4.267e-05,1e-05,9.778e-05,,netl err,netl err,netl err
7509.0,nom,9.778e-07,4.267e-05,1e-05,0.0001022,,netl err,netl err,netl err
7510.0,nom,9.778e-07,4.267e-05,1e-05,0.00010669999999999999,,netl err,netl err,netl err
7511.0,nom,9.778e-07,4.267e-05,1e-05,0.0001111,,netl err,netl err,netl err
7512.0,nom,9.778e-07,4.267e-05,1e-05,0.00011559999999999999,,netl err,netl err,netl err
7513.0,nom,9.778e-07,4.267e-05,1e-05,0.00011999999999999999,,netl err,netl err,netl err
7514.0,nom,9.778e-07,4.267e-05,8e-06,0.0001,,netl err,netl err,netl err
7515.0,nom,9.778e-07,4.267e-05,8e-06,8e-05,,netl err,netl err,netl err
7516.0,nom,9.778e-07,4.267e-05,8e-06,8.444e-05,,netl err,netl err,netl err
7517.0,nom,9.778e-07,4.267e-05,8e-06,8.889e-05,,netl err,netl err,netl err
7518.0,nom,9.778e-07,4.267e-05,8e-06,9.333e-05,,netl err,netl err,netl err
7519.0,nom,9.778e-07,4.267e-05,8e-06,9.778e-05,,netl err,netl err,netl err
7520.0,nom,9.778e-07,4.267e-05,8e-06,0.0001022,,netl err,netl err,netl err
7521.0,nom,9.778e-07,4.267e-05,8e-06,0.00010669999999999999,,netl err,netl err,netl err
7522.0,nom,9.778e-07,4.267e-05,8e-06,0.0001111,,netl err,netl err,netl err
7523.0,nom,9.778e-07,4.267e-05,8e-06,0.00011559999999999999,,netl err,netl err,netl err
7524.0,nom,9.778e-07,4.267e-05,8e-06,0.00011999999999999999,,netl err,netl err,netl err
7525.0,nom,9.778e-07,4.267e-05,8.443999999999999e-06,0.0001,,netl err,netl err,netl err
7526.0,nom,9.778e-07,4.267e-05,8.443999999999999e-06,8e-05,,netl err,netl err,netl err
7527.0,nom,9.778e-07,4.267e-05,8.443999999999999e-06,8.444e-05,,netl err,netl err,netl err
7528.0,nom,9.778e-07,4.267e-05,8.443999999999999e-06,8.889e-05,,netl err,netl err,netl err
7529.0,nom,9.778e-07,4.267e-05,8.443999999999999e-06,9.333e-05,,netl err,netl err,netl err
7530.0,nom,9.778e-07,4.267e-05,8.443999999999999e-06,9.778e-05,,netl err,netl err,netl err
7531.0,nom,9.778e-07,4.267e-05,8.443999999999999e-06,0.0001022,,netl err,netl err,netl err
7532.0,nom,9.778e-07,4.267e-05,8.443999999999999e-06,0.00010669999999999999,,netl err,netl err,netl err
7533.0,nom,9.778e-07,4.267e-05,8.443999999999999e-06,0.0001111,,netl err,netl err,netl err
7534.0,nom,9.778e-07,4.267e-05,8.443999999999999e-06,0.00011559999999999999,,netl err,netl err,netl err
7535.0,nom,9.778e-07,4.267e-05,8.443999999999999e-06,0.00011999999999999999,,netl err,netl err,netl err
