Point,Corner,C1,L1,C2,L2,Pass/Fail,fc,PhaseMargin,GainMargin
7536.0,nom,9.778e-07,4.267e-05,8.888999999999999e-06,0.0001,,netl err,netl err,netl err
7537.0,nom,9.778e-07,4.267e-05,8.888999999999999e-06,8e-05,,netl err,netl err,netl err
7538.0,nom,9.778e-07,4.267e-05,8.888999999999999e-06,8.444e-05,,netl err,netl err,netl err
7539.0,nom,9.778e-07,4.267e-05,8.888999999999999e-06,8.889e-05,,netl err,netl err,netl err
7540.0,nom,9.778e-07,4.267e-05,8.888999999999999e-06,9.333e-05,,netl err,netl err,netl err
7541.0,nom,9.778e-07,4.267e-05,8.888999999999999e-06,9.778e-05,,netl err,netl err,netl err
7542.0,nom,9.778e-07,4.267e-05,8.888999999999999e-06,0.0001022,,netl err,netl err,netl err
7543.0,nom,9.778e-07,4.267e-05,8.888999999999999e-06,0.00010669999999999999,,netl err,netl err,netl err
7544.0,nom,9.778e-07,4.267e-05,8.888999999999999e-06,0.0001111,,netl err,netl err,netl err
7545.0,nom,9.778e-07,4.267e-05,8.888999999999999e-06,0.00011559999999999999,,netl err,netl err,netl err
7546.0,nom,9.778e-07,4.267e-05,8.888999999999999e-06,0.00011999999999999999,,netl err,netl err,netl err
7547.0,nom,9.778e-07,4.267e-05,9.333e-06,0.0001,,netl err,netl err,netl err
7548.0,nom,9.778e-07,4.267e-05,9.333e-06,8e-05,,netl err,netl err,netl err
7549.0,nom,9.778e-07,4.267e-05,9.333e-06,8.444e-05,,netl err,netl err,netl err
7550.0,nom,9.778e-07,4.267e-05,9.333e-06,8.889e-05,,netl err,netl err,netl err
7551.0,nom,9.778e-07,4.267e-05,9.333e-06,9.333e-05,,netl err,netl err,netl err
7552.0,nom,9.778e-07,4.267e-05,9.333e-06,9.778e-05,,netl err,netl err,netl err
7553.0,nom,9.778e-07,4.267e-05,9.333e-06,0.0001022,,netl err,netl err,netl err
7554.0,nom,9.778e-07,4.267e-05,9.333e-06,0.00010669999999999999,,netl err,netl err,netl err
7555.0,nom,9.778e-07,4.267e-05,9.333e-06,0.0001111,,netl err,netl err,netl err
7556.0,nom,9.778e-07,4.267e-05,9.333e-06,0.00011559999999999999,,netl err,netl err,netl err
7557.0,nom,9.778e-07,4.267e-05,9.333e-06,0.00011999999999999999,,netl err,netl err,netl err
7558.0,nom,9.778e-07,4.267e-05,9.778e-06,0.0001,,netl err,netl err,netl err
7559.0,nom,9.778e-07,4.267e-05,9.778e-06,8e-05,,netl err,netl err,netl err
7560.0,nom,9.778e-07,4.267e-05,9.778e-06,8.444e-05,,netl err,netl err,netl err
7561.0,nom,9.778e-07,4.267e-05,9.778e-06,8.889e-05,,netl err,netl err,netl err
7562.0,nom,9.778e-07,4.267e-05,9.778e-06,9.333e-05,,netl err,netl err,netl err
7563.0,nom,9.778e-07,4.267e-05,9.778e-06,9.778e-05,,netl err,netl err,netl err
7564.0,nom,9.778e-07,4.267e-05,9.778e-06,0.0001022,,netl err,netl err,netl err
7565.0,nom,9.778e-07,4.267e-05,9.778e-06,0.00010669999999999999,,netl err,netl err,netl err
7566.0,nom,9.778e-07,4.267e-05,9.778e-06,0.0001111,,netl err,netl err,netl err
7567.0,nom,9.778e-07,4.267e-05,9.778e-06,0.00011559999999999999,,netl err,netl err,netl err
7568.0,nom,9.778e-07,4.267e-05,9.778e-06,0.00011999999999999999,,netl err,netl err,netl err
7569.0,nom,9.778e-07,4.267e-05,1.022e-05,0.0001,,netl err,netl err,netl err
7570.0,nom,9.778e-07,4.267e-05,1.022e-05,8e-05,,netl err,netl err,netl err
7571.0,nom,9.778e-07,4.267e-05,1.022e-05,8.444e-05,,netl err,netl err,netl err
7572.0,nom,9.778e-07,4.267e-05,1.022e-05,8.889e-05,,netl err,netl err,netl err
7573.0,nom,9.778e-07,4.267e-05,1.022e-05,9.333e-05,,netl err,netl err,netl err
7574.0,nom,9.778e-07,4.267e-05,1.022e-05,9.778e-05,,netl err,netl err,netl err
7575.0,nom,9.778e-07,4.267e-05,1.022e-05,0.0001022,,netl err,netl err,netl err
7576.0,nom,9.778e-07,4.267e-05,1.022e-05,0.00010669999999999999,,netl err,netl err,netl err
7577.0,nom,9.778e-07,4.267e-05,1.022e-05,0.0001111,,netl err,netl err,netl err
7578.0,nom,9.778e-07,4.267e-05,1.022e-05,0.00011559999999999999,,netl err,netl err,netl err
7579.0,nom,9.778e-07,4.267e-05,1.022e-05,0.00011999999999999999,,netl err,netl err,netl err
7580.0,nom,9.778e-07,4.267e-05,1.067e-05,0.0001,,netl err,netl err,netl err
7581.0,nom,9.778e-07,4.267e-05,1.067e-05,8e-05,,netl err,netl err,netl err
7582.0,nom,9.778e-07,4.267e-05,1.067e-05,8.444e-05,,netl err,netl err,netl err
7583.0,nom,9.778e-07,4.267e-05,1.067e-05,8.889e-05,,netl err,netl err,netl err
7584.0,nom,9.778e-07,4.267e-05,1.067e-05,9.333e-05,,netl err,netl err,netl err
7585.0,nom,9.778e-07,4.267e-05,1.067e-05,9.778e-05,,netl err,netl err,netl err
7586.0,nom,9.778e-07,4.267e-05,1.067e-05,0.0001022,,netl err,netl err,netl err
7587.0,nom,9.778e-07,4.267e-05,1.067e-05,0.00010669999999999999,,netl err,netl err,netl err
7588.0,nom,9.778e-07,4.267e-05,1.067e-05,0.0001111,,netl err,netl err,netl err
7589.0,nom,9.778e-07,4.267e-05,1.067e-05,0.00011559999999999999,,netl err,netl err,netl err
7590.0,nom,9.778e-07,4.267e-05,1.067e-05,0.00011999999999999999,,netl err,netl err,netl err
7591.0,nom,9.778e-07,4.267e-05,1.111e-05,0.0001,,netl err,netl err,netl err
7592.0,nom,9.778e-07,4.267e-05,1.111e-05,8e-05,,netl err,netl err,netl err
7593.0,nom,9.778e-07,4.267e-05,1.111e-05,8.444e-05,,netl err,netl err,netl err
7594.0,nom,9.778e-07,4.267e-05,1.111e-05,8.889e-05,,netl err,netl err,netl err
7595.0,nom,9.778e-07,4.267e-05,1.111e-05,9.333e-05,,netl err,netl err,netl err
7596.0,nom,9.778e-07,4.267e-05,1.111e-05,9.778e-05,,netl err,netl err,netl err
7597.0,nom,9.778e-07,4.267e-05,1.111e-05,0.0001022,,netl err,netl err,netl err
7598.0,nom,9.778e-07,4.267e-05,1.111e-05,0.00010669999999999999,,netl err,netl err,netl err
7599.0,nom,9.778e-07,4.267e-05,1.111e-05,0.0001111,,netl err,netl err,netl err
7600.0,nom,9.778e-07,4.267e-05,1.111e-05,0.00011559999999999999,,netl err,netl err,netl err
7601.0,nom,9.778e-07,4.267e-05,1.111e-05,0.00011999999999999999,,netl err,netl err,netl err
7602.0,nom,9.778e-07,4.267e-05,1.156e-05,0.0001,,netl err,netl err,netl err
7603.0,nom,9.778e-07,4.267e-05,1.156e-05,8e-05,,netl err,netl err,netl err
7604.0,nom,9.778e-07,4.267e-05,1.156e-05,8.444e-05,,netl err,netl err,netl err
7605.0,nom,9.778e-07,4.267e-05,1.156e-05,8.889e-05,,netl err,netl err,netl err
7606.0,nom,9.778e-07,4.267e-05,1.156e-05,9.333e-05,,netl err,netl err,netl err
7607.0,nom,9.778e-07,4.267e-05,1.156e-05,9.778e-05,,netl err,netl err,netl err
7608.0,nom,9.778e-07,4.267e-05,1.156e-05,0.0001022,,netl err,netl err,netl err
7609.0,nom,9.778e-07,4.267e-05,1.156e-05,0.00010669999999999999,,netl err,netl err,netl err
7610.0,nom,9.778e-07,4.267e-05,1.156e-05,0.0001111,,netl err,netl err,netl err
7611.0,nom,9.778e-07,4.267e-05,1.156e-05,0.00011559999999999999,,netl err,netl err,netl err
7612.0,nom,9.778e-07,4.267e-05,1.156e-05,0.00011999999999999999,,netl err,netl err,netl err
7613.0,nom,9.778e-07,4.267e-05,1.2e-05,0.0001,,netl err,netl err,netl err
7614.0,nom,9.778e-07,4.267e-05,1.2e-05,8e-05,,netl err,netl err,netl err
7615.0,nom,9.778e-07,4.267e-05,1.2e-05,8.444e-05,,netl err,netl err,netl err
7616.0,nom,9.778e-07,4.267e-05,1.2e-05,8.889e-05,,netl err,netl err,netl err
7617.0,nom,9.778e-07,4.267e-05,1.2e-05,9.333e-05,,netl err,netl err,netl err
7618.0,nom,9.778e-07,4.267e-05,1.2e-05,9.778e-05,,netl err,netl err,netl err
7619.0,nom,9.778e-07,4.267e-05,1.2e-05,0.0001022,,netl err,netl err,netl err
7620.0,nom,9.778e-07,4.267e-05,1.2e-05,0.00010669999999999999,,netl err,netl err,netl err
7621.0,nom,9.778e-07,4.267e-05,1.2e-05,0.0001111,,netl err,netl err,netl err
7622.0,nom,9.778e-07,4.267e-05,1.2e-05,0.00011559999999999999,,netl err,netl err,netl err
7623.0,nom,9.778e-07,4.267e-05,1.2e-05,0.00011999999999999999,,netl err,netl err,netl err
7624.0,nom,9.778e-07,4.444e-05,1e-05,0.0001,,netl err,netl err,netl err
7625.0,nom,9.778e-07,4.444e-05,1e-05,8e-05,,netl err,netl err,netl err
7626.0,nom,9.778e-07,4.444e-05,1e-05,8.444e-05,,netl err,netl err,netl err
7627.0,nom,9.778e-07,4.444e-05,1e-05,8.889e-05,,netl err,netl err,netl err
7628.0,nom,9.778e-07,4.444e-05,1e-05,9.333e-05,,netl err,netl err,netl err
7629.0,nom,9.778e-07,4.444e-05,1e-05,9.778e-05,,netl err,netl err,netl err
7630.0,nom,9.778e-07,4.444e-05,1e-05,0.0001022,,netl err,netl err,netl err
7631.0,nom,9.778e-07,4.444e-05,1e-05,0.00010669999999999999,,netl err,netl err,netl err
7632.0,nom,9.778e-07,4.444e-05,1e-05,0.0001111,,netl err,netl err,netl err
7633.0,nom,9.778e-07,4.444e-05,1e-05,0.00011559999999999999,,netl err,netl err,netl err
7634.0,nom,9.778e-07,4.444e-05,1e-05,0.00011999999999999999,,netl err,netl err,netl err
7635.0,nom,9.778e-07,4.444e-05,8e-06,0.0001,,netl err,netl err,netl err
7636.0,nom,9.778e-07,4.444e-05,8e-06,8e-05,,netl err,netl err,netl err
7637.0,nom,9.778e-07,4.444e-05,8e-06,8.444e-05,,netl err,netl err,netl err
7638.0,nom,9.778e-07,4.444e-05,8e-06,8.889e-05,,netl err,netl err,netl err
7639.0,nom,9.778e-07,4.444e-05,8e-06,9.333e-05,,netl err,netl err,netl err
7640.0,nom,9.778e-07,4.444e-05,8e-06,9.778e-05,,netl err,netl err,netl err
7641.0,nom,9.778e-07,4.444e-05,8e-06,0.0001022,,netl err,netl err,netl err
7642.0,nom,9.778e-07,4.444e-05,8e-06,0.00010669999999999999,,netl err,netl err,netl err
7643.0,nom,9.778e-07,4.444e-05,8e-06,0.0001111,,netl err,netl err,netl err
7644.0,nom,9.778e-07,4.444e-05,8e-06,0.00011559999999999999,,netl err,netl err,netl err
7645.0,nom,9.778e-07,4.444e-05,8e-06,0.00011999999999999999,,netl err,netl err,netl err
7646.0,nom,9.778e-07,4.444e-05,8.443999999999999e-06,0.0001,,netl err,netl err,netl err
7647.0,nom,9.778e-07,4.444e-05,8.443999999999999e-06,8e-05,,netl err,netl err,netl err
7648.0,nom,9.778e-07,4.444e-05,8.443999999999999e-06,8.444e-05,,netl err,netl err,netl err
7649.0,nom,9.778e-07,4.444e-05,8.443999999999999e-06,8.889e-05,,netl err,netl err,netl err
7650.0,nom,9.778e-07,4.444e-05,8.443999999999999e-06,9.333e-05,,netl err,netl err,netl err
7651.0,nom,9.778e-07,4.444e-05,8.443999999999999e-06,9.778e-05,,netl err,netl err,netl err
7652.0,nom,9.778e-07,4.444e-05,8.443999999999999e-06,0.0001022,,netl err,netl err,netl err
7653.0,nom,9.778e-07,4.444e-05,8.443999999999999e-06,0.00010669999999999999,,netl err,netl err,netl err
7654.0,nom,9.778e-07,4.444e-05,8.443999999999999e-06,0.0001111,,netl err,netl err,netl err
7655.0,nom,9.778e-07,4.444e-05,8.443999999999999e-06,0.00011559999999999999,,netl err,netl err,netl err
7656.0,nom,9.778e-07,4.444e-05,8.443999999999999e-06,0.00011999999999999999,,netl err,netl err,netl err
7657.0,nom,9.778e-07,4.444e-05,8.888999999999999e-06,0.0001,,netl err,netl err,netl err
7658.0,nom,9.778e-07,4.444e-05,8.888999999999999e-06,8e-05,,netl err,netl err,netl err
7659.0,nom,9.778e-07,4.444e-05,8.888999999999999e-06,8.444e-05,,netl err,netl err,netl err
7660.0,nom,9.778e-07,4.444e-05,8.888999999999999e-06,8.889e-05,,netl err,netl err,netl err
7661.0,nom,9.778e-07,4.444e-05,8.888999999999999e-06,9.333e-05,,netl err,netl err,netl err
7662.0,nom,9.778e-07,4.444e-05,8.888999999999999e-06,9.778e-05,,netl err,netl err,netl err
7663.0,nom,9.778e-07,4.444e-05,8.888999999999999e-06,0.0001022,,netl err,netl err,netl err
7664.0,nom,9.778e-07,4.444e-05,8.888999999999999e-06,0.00010669999999999999,,netl err,netl err,netl err
7665.0,nom,9.778e-07,4.444e-05,8.888999999999999e-06,0.0001111,,netl err,netl err,netl err
7666.0,nom,9.778e-07,4.444e-05,8.888999999999999e-06,0.00011559999999999999,,netl err,netl err,netl err
7667.0,nom,9.778e-07,4.444e-05,8.888999999999999e-06,0.00011999999999999999,,netl err,netl err,netl err
7668.0,nom,9.778e-07,4.444e-05,9.333e-06,0.0001,,netl err,netl err,netl err
7669.0,nom,9.778e-07,4.444e-05,9.333e-06,8e-05,,netl err,netl err,netl err
7670.0,nom,9.778e-07,4.444e-05,9.333e-06,8.444e-05,,netl err,netl err,netl err
7671.0,nom,9.778e-07,4.444e-05,9.333e-06,8.889e-05,,netl err,netl err,netl err
7672.0,nom,9.778e-07,4.444e-05,9.333e-06,9.333e-05,,netl err,netl err,netl err
7673.0,nom,9.778e-07,4.444e-05,9.333e-06,9.778e-05,,netl err,netl err,netl err
7674.0,nom,9.778e-07,4.444e-05,9.333e-06,0.0001022,,netl err,netl err,netl err
7675.0,nom,9.778e-07,4.444e-05,9.333e-06,0.00010669999999999999,,netl err,netl err,netl err
7676.0,nom,9.778e-07,4.444e-05,9.333e-06,0.0001111,,netl err,netl err,netl err
7677.0,nom,9.778e-07,4.444e-05,9.333e-06,0.00011559999999999999,,netl err,netl err,netl err
7678.0,nom,9.778e-07,4.444e-05,9.333e-06,0.00011999999999999999,,netl err,netl err,netl err
7679.0,nom,9.778e-07,4.444e-05,9.778e-06,0.0001,,netl err,netl err,netl err
7680.0,nom,9.778e-07,4.444e-05,9.778e-06,8e-05,,netl err,netl err,netl err
7681.0,nom,9.778e-07,4.444e-05,9.778e-06,8.444e-05,,netl err,netl err,netl err
7682.0,nom,9.778e-07,4.444e-05,9.778e-06,8.889e-05,,netl err,netl err,netl err
7683.0,nom,9.778e-07,4.444e-05,9.778e-06,9.333e-05,,netl err,netl err,netl err
7684.0,nom,9.778e-07,4.444e-05,9.778e-06,9.778e-05,,netl err,netl err,netl err
7685.0,nom,9.778e-07,4.444e-05,9.778e-06,0.0001022,,netl err,netl err,netl err
7686.0,nom,9.778e-07,4.444e-05,9.778e-06,0.00010669999999999999,,netl err,netl err,netl err
7687.0,nom,9.778e-07,4.444e-05,9.778e-06,0.0001111,,netl err,netl err,netl err
7688.0,nom,9.778e-07,4.444e-05,9.778e-06,0.00011559999999999999,,netl err,netl err,netl err
7689.0,nom,9.778e-07,4.444e-05,9.778e-06,0.00011999999999999999,,netl err,netl err,netl err
7690.0,nom,9.778e-07,4.444e-05,1.022e-05,0.0001,,netl err,netl err,netl err
7691.0,nom,9.778e-07,4.444e-05,1.022e-05,8e-05,,netl err,netl err,netl err
7692.0,nom,9.778e-07,4.444e-05,1.022e-05,8.444e-05,,netl err,netl err,netl err
7693.0,nom,9.778e-07,4.444e-05,1.022e-05,8.889e-05,,netl err,netl err,netl err
7694.0,nom,9.778e-07,4.444e-05,1.022e-05,9.333e-05,,netl err,netl err,netl err
7695.0,nom,9.778e-07,4.444e-05,1.022e-05,9.778e-05,,netl err,netl err,netl err
7696.0,nom,9.778e-07,4.444e-05,1.022e-05,0.0001022,,netl err,netl err,netl err
7697.0,nom,9.778e-07,4.444e-05,1.022e-05,0.00010669999999999999,,netl err,netl err,netl err
7698.0,nom,9.778e-07,4.444e-05,1.022e-05,0.0001111,,netl err,netl err,netl err
7699.0,nom,9.778e-07,4.444e-05,1.022e-05,0.00011559999999999999,,netl err,netl err,netl err
7700.0,nom,9.778e-07,4.444e-05,1.022e-05,0.00011999999999999999,,netl err,netl err,netl err
7701.0,nom,9.778e-07,4.444e-05,1.067e-05,0.0001,,netl err,netl err,netl err
7702.0,nom,9.778e-07,4.444e-05,1.067e-05,8e-05,,netl err,netl err,netl err
7703.0,nom,9.778e-07,4.444e-05,1.067e-05,8.444e-05,,netl err,netl err,netl err
7704.0,nom,9.778e-07,4.444e-05,1.067e-05,8.889e-05,,netl err,netl err,netl err
7705.0,nom,9.778e-07,4.444e-05,1.067e-05,9.333e-05,,netl err,netl err,netl err
7706.0,nom,9.778e-07,4.444e-05,1.067e-05,9.778e-05,,netl err,netl err,netl err
7707.0,nom,9.778e-07,4.444e-05,1.067e-05,0.0001022,,netl err,netl err,netl err
7708.0,nom,9.778e-07,4.444e-05,1.067e-05,0.00010669999999999999,,netl err,netl err,netl err
7709.0,nom,9.778e-07,4.444e-05,1.067e-05,0.0001111,,netl err,netl err,netl err
7710.0,nom,9.778e-07,4.444e-05,1.067e-05,0.00011559999999999999,,netl err,netl err,netl err
7711.0,nom,9.778e-07,4.444e-05,1.067e-05,0.00011999999999999999,,netl err,netl err,netl err
7712.0,nom,9.778e-07,4.444e-05,1.111e-05,0.0001,,netl err,netl err,netl err
7713.0,nom,9.778e-07,4.444e-05,1.111e-05,8e-05,,netl err,netl err,netl err
7714.0,nom,9.778e-07,4.444e-05,1.111e-05,8.444e-05,,netl err,netl err,netl err
7715.0,nom,9.778e-07,4.444e-05,1.111e-05,8.889e-05,,netl err,netl err,netl err
7716.0,nom,9.778e-07,4.444e-05,1.111e-05,9.333e-05,,netl err,netl err,netl err
7717.0,nom,9.778e-07,4.444e-05,1.111e-05,9.778e-05,,netl err,netl err,netl err
7718.0,nom,9.778e-07,4.444e-05,1.111e-05,0.0001022,,netl err,netl err,netl err
7719.0,nom,9.778e-07,4.444e-05,1.111e-05,0.00010669999999999999,,netl err,netl err,netl err
7720.0,nom,9.778e-07,4.444e-05,1.111e-05,0.0001111,,netl err,netl err,netl err
7721.0,nom,9.778e-07,4.444e-05,1.111e-05,0.00011559999999999999,,netl err,netl err,netl err
7722.0,nom,9.778e-07,4.444e-05,1.111e-05,0.00011999999999999999,,netl err,netl err,netl err
7723.0,nom,9.778e-07,4.444e-05,1.156e-05,0.0001,,netl err,netl err,netl err
7724.0,nom,9.778e-07,4.444e-05,1.156e-05,8e-05,,netl err,netl err,netl err
7725.0,nom,9.778e-07,4.444e-05,1.156e-05,8.444e-05,,netl err,netl err,netl err
7726.0,nom,9.778e-07,4.444e-05,1.156e-05,8.889e-05,,netl err,netl err,netl err
7727.0,nom,9.778e-07,4.444e-05,1.156e-05,9.333e-05,,netl err,netl err,netl err
7728.0,nom,9.778e-07,4.444e-05,1.156e-05,9.778e-05,,netl err,netl err,netl err
7729.0,nom,9.778e-07,4.444e-05,1.156e-05,0.0001022,,netl err,netl err,netl err
7730.0,nom,9.778e-07,4.444e-05,1.156e-05,0.00010669999999999999,,netl err,netl err,netl err
7731.0,nom,9.778e-07,4.444e-05,1.156e-05,0.0001111,,netl err,netl err,netl err
7732.0,nom,9.778e-07,4.444e-05,1.156e-05,0.00011559999999999999,,netl err,netl err,netl err
7733.0,nom,9.778e-07,4.444e-05,1.156e-05,0.00011999999999999999,,netl err,netl err,netl err
7734.0,nom,9.778e-07,4.444e-05,1.2e-05,0.0001,,netl err,netl err,netl err
7735.0,nom,9.778e-07,4.444e-05,1.2e-05,8e-05,,netl err,netl err,netl err
7736.0,nom,9.778e-07,4.444e-05,1.2e-05,8.444e-05,,netl err,netl err,netl err
7737.0,nom,9.778e-07,4.444e-05,1.2e-05,8.889e-05,,netl err,netl err,netl err
7738.0,nom,9.778e-07,4.444e-05,1.2e-05,9.333e-05,,netl err,netl err,netl err
7739.0,nom,9.778e-07,4.444e-05,1.2e-05,9.778e-05,,netl err,netl err,netl err
7740.0,nom,9.778e-07,4.444e-05,1.2e-05,0.0001022,,netl err,netl err,netl err
7741.0,nom,9.778e-07,4.444e-05,1.2e-05,0.00010669999999999999,,netl err,netl err,netl err
7742.0,nom,9.778e-07,4.444e-05,1.2e-05,0.0001111,,netl err,netl err,netl err
7743.0,nom,9.778e-07,4.444e-05,1.2e-05,0.00011559999999999999,,netl err,netl err,netl err
7744.0,nom,9.778e-07,4.444e-05,1.2e-05,0.00011999999999999999,,netl err,netl err,netl err
7745.0,nom,9.778e-07,4.622e-05,1e-05,0.0001,,netl err,netl err,netl err
7746.0,nom,9.778e-07,4.622e-05,1e-05,8e-05,,netl err,netl err,netl err
7747.0,nom,9.778e-07,4.622e-05,1e-05,8.444e-05,,netl err,netl err,netl err
7748.0,nom,9.778e-07,4.622e-05,1e-05,8.889e-05,,netl err,netl err,netl err
7749.0,nom,9.778e-07,4.622e-05,1e-05,9.333e-05,,netl err,netl err,netl err
7750.0,nom,9.778e-07,4.622e-05,1e-05,9.778e-05,,netl err,netl err,netl err
7751.0,nom,9.778e-07,4.622e-05,1e-05,0.0001022,,netl err,netl err,netl err
7752.0,nom,9.778e-07,4.622e-05,1e-05,0.00010669999999999999,,netl err,netl err,netl err
7753.0,nom,9.778e-07,4.622e-05,1e-05,0.0001111,,netl err,netl err,netl err
7754.0,nom,9.778e-07,4.622e-05,1e-05,0.00011559999999999999,,netl err,netl err,netl err
7755.0,nom,9.778e-07,4.622e-05,1e-05,0.00011999999999999999,,netl err,netl err,netl err
7756.0,nom,9.778e-07,4.622e-05,8e-06,0.0001,,netl err,netl err,netl err
7757.0,nom,9.778e-07,4.622e-05,8e-06,8e-05,,netl err,netl err,netl err
7758.0,nom,9.778e-07,4.622e-05,8e-06,8.444e-05,,netl err,netl err,netl err
7759.0,nom,9.778e-07,4.622e-05,8e-06,8.889e-05,,netl err,netl err,netl err
7760.0,nom,9.778e-07,4.622e-05,8e-06,9.333e-05,,netl err,netl err,netl err
7761.0,nom,9.778e-07,4.622e-05,8e-06,9.778e-05,,netl err,netl err,netl err
7762.0,nom,9.778e-07,4.622e-05,8e-06,0.0001022,,netl err,netl err,netl err
7763.0,nom,9.778e-07,4.622e-05,8e-06,0.00010669999999999999,,netl err,netl err,netl err
7764.0,nom,9.778e-07,4.622e-05,8e-06,0.0001111,,netl err,netl err,netl err
7765.0,nom,9.778e-07,4.622e-05,8e-06,0.00011559999999999999,,netl err,netl err,netl err
7766.0,nom,9.778e-07,4.622e-05,8e-06,0.00011999999999999999,,netl err,netl err,netl err
7767.0,nom,9.778e-07,4.622e-05,8.443999999999999e-06,0.0001,,netl err,netl err,netl err
7768.0,nom,9.778e-07,4.622e-05,8.443999999999999e-06,8e-05,,netl err,netl err,netl err
7769.0,nom,9.778e-07,4.622e-05,8.443999999999999e-06,8.444e-05,,netl err,netl err,netl err
7770.0,nom,9.778e-07,4.622e-05,8.443999999999999e-06,8.889e-05,,netl err,netl err,netl err
7771.0,nom,9.778e-07,4.622e-05,8.443999999999999e-06,9.333e-05,,netl err,netl err,netl err
7772.0,nom,9.778e-07,4.622e-05,8.443999999999999e-06,9.778e-05,,netl err,netl err,netl err
7773.0,nom,9.778e-07,4.622e-05,8.443999999999999e-06,0.0001022,,netl err,netl err,netl err
7774.0,nom,9.778e-07,4.622e-05,8.443999999999999e-06,0.00010669999999999999,,netl err,netl err,netl err
7775.0,nom,9.778e-07,4.622e-05,8.443999999999999e-06,0.0001111,,netl err,netl err,netl err
7776.0,nom,9.778e-07,4.622e-05,8.443999999999999e-06,0.00011559999999999999,,netl err,netl err,netl err
7777.0,nom,9.778e-07,4.622e-05,8.443999999999999e-06,0.00011999999999999999,,netl err,netl err,netl err
7778.0,nom,9.778e-07,4.622e-05,8.888999999999999e-06,0.0001,,netl err,netl err,netl err
7779.0,nom,9.778e-07,4.622e-05,8.888999999999999e-06,8e-05,,netl err,netl err,netl err
7780.0,nom,9.778e-07,4.622e-05,8.888999999999999e-06,8.444e-05,,netl err,netl err,netl err
7781.0,nom,9.778e-07,4.622e-05,8.888999999999999e-06,8.889e-05,,netl err,netl err,netl err
7782.0,nom,9.778e-07,4.622e-05,8.888999999999999e-06,9.333e-05,,netl err,netl err,netl err
7783.0,nom,9.778e-07,4.622e-05,8.888999999999999e-06,9.778e-05,,netl err,netl err,netl err
7784.0,nom,9.778e-07,4.622e-05,8.888999999999999e-06,0.0001022,,netl err,netl err,netl err
7785.0,nom,9.778e-07,4.622e-05,8.888999999999999e-06,0.00010669999999999999,,netl err,netl err,netl err
7786.0,nom,9.778e-07,4.622e-05,8.888999999999999e-06,0.0001111,,netl err,netl err,netl err
7787.0,nom,9.778e-07,4.622e-05,8.888999999999999e-06,0.00011559999999999999,,netl err,netl err,netl err
7788.0,nom,9.778e-07,4.622e-05,8.888999999999999e-06,0.00011999999999999999,,netl err,netl err,netl err
7789.0,nom,9.778e-07,4.622e-05,9.333e-06,0.0001,,netl err,netl err,netl err
7790.0,nom,9.778e-07,4.622e-05,9.333e-06,8e-05,,netl err,netl err,netl err
7791.0,nom,9.778e-07,4.622e-05,9.333e-06,8.444e-05,,netl err,netl err,netl err
7792.0,nom,9.778e-07,4.622e-05,9.333e-06,8.889e-05,,netl err,netl err,netl err
7793.0,nom,9.778e-07,4.622e-05,9.333e-06,9.333e-05,,netl err,netl err,netl err
7794.0,nom,9.778e-07,4.622e-05,9.333e-06,9.778e-05,,netl err,netl err,netl err
